Nov. 15, 2016   10:11:20
Chronoamperometry
File: c:\users\public\desktop\studentdata\fall 2016\alena\group b\ca_cn.txt
Data Source:  Experiment
Instrument Model:  CHI630E
Header: 
Note: 

Init E (V) = 0.4
High E (V) = 0.45
Low E (V) = 0.1
Init P/N = P
Step = 2
Pulse Width (sec) = 2.
Sample Interval (s) = 1e-3
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-4

Forward:
Slp = -4.853e-8
Int = 1.719e-7
Cor = -0.69981

Reverse:
Slp = 3.861e-5
Int = 8.526e-6
Cor = 0.99979

Time/sec	Current/A
6.080e-1	1.062e-7
6.090e-1	1.080e-7
6.100e-1	1.067e-7
6.110e-1	1.096e-7
6.120e-1	1.151e-7
6.130e-1	1.097e-7
6.140e-1	1.076e-7
6.150e-1	1.110e-7
6.160e-1	1.148e-7
6.170e-1	1.247e-7
6.180e-1	1.191e-7
6.190e-1	1.029e-7
6.200e-1	1.199e-7
6.210e-1	1.119e-7
6.220e-1	1.128e-7
6.230e-1	1.036e-7
6.240e-1	1.079e-7
6.250e-1	9.808e-8
6.260e-1	1.096e-7
6.270e-1	1.239e-7
6.280e-1	1.186e-7
6.290e-1	1.117e-7
6.300e-1	1.055e-7
6.310e-1	1.037e-7
6.320e-1	1.204e-7
6.330e-1	1.165e-7
6.340e-1	1.260e-7
6.350e-1	1.092e-7
6.360e-1	1.120e-7
6.370e-1	1.173e-7
6.380e-1	1.158e-7
6.390e-1	1.073e-7
6.400e-1	1.060e-7
6.410e-1	1.159e-7
6.420e-1	9.737e-8
6.430e-1	1.173e-7
6.440e-1	1.183e-7
6.450e-1	1.125e-7
6.460e-1	1.089e-7
6.470e-1	1.161e-7
6.480e-1	1.132e-7
6.490e-1	1.205e-7
6.500e-1	1.207e-7
6.510e-1	1.129e-7
6.520e-1	1.012e-7
6.530e-1	1.209e-7
6.540e-1	1.149e-7
6.550e-1	1.089e-7
6.560e-1	1.141e-7
6.570e-1	1.217e-7
6.580e-1	9.860e-8
6.590e-1	1.086e-7
6.600e-1	1.126e-7
6.610e-1	1.237e-7
6.620e-1	1.136e-7
6.630e-1	1.139e-7
6.640e-1	1.151e-7
6.650e-1	1.147e-7
6.660e-1	1.244e-7
6.670e-1	1.234e-7
6.680e-1	1.149e-7
6.690e-1	9.767e-8
6.700e-1	1.260e-7
6.710e-1	1.143e-7
6.720e-1	1.131e-7
6.730e-1	1.229e-7
6.740e-1	1.096e-7
6.750e-1	9.808e-8
6.760e-1	1.180e-7
6.770e-1	1.313e-7
6.780e-1	1.328e-7
6.790e-1	1.151e-7
6.800e-1	1.045e-7
6.810e-1	1.241e-7
6.820e-1	1.186e-7
6.830e-1	1.261e-7
6.840e-1	1.205e-7
6.850e-1	1.171e-7
6.860e-1	1.191e-7
6.870e-1	1.215e-7
6.880e-1	1.162e-7
6.890e-1	1.274e-7
6.900e-1	1.041e-7
6.910e-1	9.891e-8
6.920e-1	9.264e-8
6.930e-1	1.240e-7
6.940e-1	1.333e-7
6.950e-1	1.039e-7
6.960e-1	1.163e-7
6.970e-1	1.128e-7
6.980e-1	1.258e-7
6.990e-1	1.165e-7
7.000e-1	1.264e-7
7.010e-1	1.221e-7
7.020e-1	1.113e-7
7.030e-1	1.278e-7
7.040e-1	1.278e-7
7.050e-1	1.266e-7
7.060e-1	1.091e-7
7.070e-1	1.122e-7
7.080e-1	1.124e-7
7.090e-1	1.047e-7
7.100e-1	1.247e-7
7.110e-1	1.220e-7
7.120e-1	1.186e-7
7.130e-1	1.209e-7
7.140e-1	1.221e-7
7.150e-1	1.074e-7
7.160e-1	1.209e-7
7.170e-1	1.287e-7
7.180e-1	1.234e-7
7.190e-1	1.180e-7
7.200e-1	1.237e-7
7.210e-1	1.312e-7
7.220e-1	1.169e-7
7.230e-1	1.053e-7
7.240e-1	1.199e-7
7.250e-1	1.037e-7
7.260e-1	1.169e-7
7.270e-1	1.298e-7
7.280e-1	1.173e-7
7.290e-1	1.185e-7
7.300e-1	1.217e-7
7.310e-1	1.080e-7
7.320e-1	1.170e-7
7.330e-1	1.291e-7
7.340e-1	1.386e-7
7.350e-1	1.173e-7
7.360e-1	1.146e-7
7.370e-1	1.369e-7
7.380e-1	1.102e-7
7.390e-1	1.110e-7
7.400e-1	1.170e-7
7.410e-1	1.143e-7
7.420e-1	1.050e-7
7.430e-1	1.187e-7
7.440e-1	1.339e-7
7.450e-1	1.300e-7
7.460e-1	1.199e-7
7.470e-1	1.164e-7
7.480e-1	1.178e-7
7.490e-1	1.353e-7
7.500e-1	1.314e-7
7.510e-1	1.166e-7
7.520e-1	1.257e-7
7.530e-1	1.382e-7
7.540e-1	1.237e-7
7.550e-1	1.175e-7
7.560e-1	1.129e-7
7.570e-1	1.196e-7
7.580e-1	1.177e-7
7.590e-1	1.061e-7
7.600e-1	1.289e-7
7.610e-1	1.371e-7
7.620e-1	1.238e-7
7.630e-1	1.034e-7
7.640e-1	1.239e-7
