Nov. 15, 2016   11:04:45
Cyclic Voltammetry
File: c:\users\public\desktop\studentdata\fall 2016\alena\group b\samplec_0,1.txt
Data Source:  Experiment
Instrument Model:  CHI630E
Header: Sample C
Note: 

Init E (V) = 0
High E (V) = 1.2
Low E (V) = 0
Init P/N = P
Scan Rate (V/s) = 0.1
Segment = 2
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-4

Segment 1:
Ep = 0.446V
ip = -2.135e-6A
Ah = -7.987e-7C

Ep = 1.036V
ip = -1.218e-5A
Ah = -6.428e-6C

Segment 2:
Ep = 0.422V
ip = 3.483e-6A
Ah = 2.242e-6C

Potential/V	Current/A
0.706	-5.935e-6
0.707	-5.943e-6
0.708	-5.957e-6
0.709	-5.960e-6
0.710	-5.968e-6
0.711	-5.985e-6
0.712	-5.988e-6
0.713	-6.002e-6
0.714	-6.012e-6
0.715	-6.016e-6
0.716	-6.032e-6
0.717	-6.040e-6
0.718	-6.048e-6
0.719	-6.064e-6
0.720	-6.067e-6
0.721	-6.083e-6
0.722	-6.092e-6
0.723	-6.100e-6
0.724	-6.117e-6
0.725	-6.120e-6
0.726	-6.135e-6
0.727	-6.149e-6
0.728	-6.154e-6
0.729	-6.170e-6
0.730	-6.179e-6
0.731	-6.193e-6
0.732	-6.208e-6
0.733	-6.213e-6
0.734	-6.228e-6
0.735	-6.237e-6
0.736	-6.246e-6
0.737	-6.262e-6
0.738	-6.267e-6
0.739	-6.283e-6
0.740	-6.297e-6
0.741	-6.304e-6
0.742	-6.318e-6
0.743	-6.327e-6
0.744	-6.336e-6
0.745	-6.348e-6
0.746	-6.360e-6
0.747	-6.369e-6
0.748	-6.380e-6
0.749	-6.387e-6
0.750	-6.399e-6
0.751	-6.411e-6
0.752	-6.415e-6
0.753	-6.429e-6
0.754	-6.437e-6
0.755	-6.443e-6
0.756	-6.459e-6
0.757	-6.463e-6
0.758	-6.472e-6
0.759	-6.487e-6
0.760	-6.485e-6
0.761	-6.505e-6
0.762	-6.508e-6
0.763	-6.513e-6
0.764	-6.531e-6
0.765	-6.529e-6
0.766	-6.546e-6
0.767	-6.555e-6
0.768	-6.563e-6
0.769	-6.578e-6
0.770	-6.583e-6
0.771	-6.595e-6
0.772	-6.609e-6
0.773	-6.608e-6
0.774	-6.624e-6
0.775	-6.632e-6
0.776	-6.639e-6
0.777	-6.654e-6
0.778	-6.658e-6
0.779	-6.674e-6
0.780	-6.685e-6
0.781	-6.691e-6
0.782	-6.706e-6
