Nov. 15, 2016   10:14:14
Cyclic Voltammetry
File: c:\users\public\desktop\studentdata\fall 2016\alena\group b\cv_cn_0,1.txt
Data Source:  Experiment
Instrument Model:  CHI630E
Header: Sample Conc: 5e-3M Scan rate = 0.1 V/s
Note: 

Init E (V) = 0.5
High E (V) = 0.5
Low E (V) = 0
Init P/N = N
Scan Rate (V/s) = 0.1
Segment = 2
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-5

Segment 1:
Ep = 0.220V
ip = 2.812e-5A
Ah = 1.809e-5C

Segment 2:
Ep = 0.286V
ip = -2.524e-5A
Ah = -1.597e-5C

Potential/V	Current/A
0.457	-6.877e-6
0.458	-6.844e-6
0.459	-6.818e-6
0.460	-6.790e-6
0.461	-6.762e-6
0.462	-6.736e-6
0.463	-6.706e-6
0.464	-6.682e-6
0.465	-6.657e-6
0.466	-6.628e-6
0.467	-6.603e-6
0.468	-6.575e-6
0.469	-6.552e-6
0.470	-6.525e-6
0.471	-6.499e-6
0.472	-6.475e-6
0.473	-6.449e-6
0.474	-6.428e-6
0.475	-6.402e-6
0.476	-6.378e-6
0.477	-6.355e-6
0.478	-6.330e-6
0.479	-6.308e-6
0.480	-6.283e-6
0.481	-6.261e-6
0.482	-6.239e-6
0.483	-6.213e-6
0.484	-6.194e-6
0.485	-6.169e-6
0.486	-6.148e-6
0.487	-6.129e-6
0.488	-6.104e-6
0.489	-6.086e-6
0.490	-6.064e-6
0.491	-6.042e-6
0.492	-6.025e-6
0.493	-5.999e-6
0.494	-5.983e-6
0.495	-5.962e-6
0.496	-5.939e-6
0.497	-5.924e-6
0.498	-5.901e-6
0.499	-5.883e-6
